V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	logFC	logCPM	PValue	FDR
DAPK2	NM_014326	0.16750167109	0.587575091467	0.0438968110925	0.170162580712	5	17	2	7	-1.78603090277995	-0.416779168305029	0.187391442828856	0.449216020917554
TSPAN11	NM_001080509	0.094971821278	0	0	0	6	0	0	0	-4.93807513084026	-1.93028170274304	0.187410832664211	0.449216020917554
FOLR2	NM_000803+NM_001113536+NM_001113535+NM_001113534	0.474603117653	0	0	0	6	0	0	0	-4.93807514210058	-1.93028170274304	0.187425412859492	0.449216020917554
KRTAP5-8	NM_021046	0.44652009294	0	0	0	6	0	0	0	-4.93807515421566	-1.93028170274304	0.187441101716281	0.449216020917554
LOC116437	NR_026670	0.213600190032	0	0	0	6	0	0	0	-4.93807516020704	-1.93028170274304	0.187448861208477	0.449216020917554
RHBDL2	NM_017821	0.0479253556476	0.494459425654	0.0627984864186	0.0347762082675	1	10	2	1	-2.32867564927695	-1.267355423883	0.187558901701358	0.449430493451331
TMEM211	NM_001001663	0	1.0749372366	0	0	0	6	0	0	-4.93663394540911	-1.93055326068554	0.187979916943215	0.450380484001948
SNX31	NM_152628	0	0.221993148251	0	0	0	6	0	0	-4.93663391462092	-1.93055326068554	0.188019961154602	0.450380484001948
FNDC1	NM_032532	0	0.0831923643651	0	0	0	6	0	0	-4.93663390794907	-1.93055326068554	0.188028640496104	0.450380484001948
CD164L2	NM_207397	0	0.354121623753	0	0	0	6	0	0	-4.93663389727647	-1.93055326068554	0.188042525608998	0.450380484001948
KIAA1211	NM_020722	0	0.0777118464217	0	0	0	6	0	0	-4.93663385528329	-1.93055326068554	0.188097173966063	0.450380484001948
OR4D2	NM_001004707	0	0.589819457744	0	0	0	6	0	0	-4.93663380946184	-1.93055326068554	0.188156831535063	0.450380484001948
EID1	NM_014335	120.121924906	134.836507849	182.227080383	145.854492233	2853	3104	6606	4774	0.371021688462712	8.25315985139902	0.188173497730058	0.450380484001948
MIR4729	NR_039882	2.44520178752	2.52278372299	0	0	2	2	0	0	-4.37574474767542	-2.16831872531209	0.188178956808917	0.450380484001948
WIPF3	NM_001080529	0	0.130256495926	0	0	0	6	0	0	-4.93663375098544	-1.93055326068554	0.188233006640205	0.450380484001948
MIR5189	NR_049821	1.54454187945	1.59354746624	0	0	2	2	0	0	-4.37574474773845	-2.16831872531209	0.188236703911948	0.450380484001948
ZNF775	NM_173680	7.73968161096	8.34458420525	2.40863249612	6.93596569807	200	209	95	247	-0.786399076177715	3.86246058748376	0.188275801850732	0.450380484001948
FCRLA	NM_001184873+NM_001184872+NM_001184871+NM_001184870+NM_001184867+NM_001184866+NM_032738	0	0.332312913997	0	0	0	6	0	0	-4.93663371528299	-1.93055326068554	0.188279537736612	0.450380484001948
CLCA3P	NR_024604	0.0516054386429	0.0532427880965	0	0	2	2	0	0	-4.37574474779894	-2.16831872531209	0.188292148491981	0.450380484001948
RCBTB1	NM_018191	9.91064982877	11.0358979126	7.58011831912	7.36573542851	454	490	530	465	-0.481179816036813	5.18181136068716	0.188300826417426	0.450380484001948
CYP4F30P	NR_023391	0	0.242326891488	0	0	0	6	0	0	-4.93663368480815	-1.93055326068554	0.188319269363884	0.450380484001948
DFNB31	NM_001173425+NM_015404+NM_001083885	1.97609834264	2.32816297309	1.03776760419	2.21396852321	105	116	52	115	-0.93588201322869	2.93155794682807	0.188323160507416	0.450380484001948
RAX2	NM_032753	0.0817825158613	0.0843773306945	0	0	2	2	0	0	-4.37574474786467	-2.16831872531209	0.188352437890692	0.450380484001948
ZNF705D	NM_001039615	0.0478082423702	0.0493251134904	0	0	2	2	0	0	-4.37574474786809	-2.16831872531209	0.188355573980631	0.450380484001948
SCGB3A2	NM_054023	0	1.05211038408	0	0	0	6	0	0	-4.93663365496621	-1.93055326068554	0.188358188063822	0.450380484001948
HCRT	NM_001524	0.305160756758	0.314842968778	0	0	2	2	0	0	-4.37574474793341	-2.16831872531209	0.188415518624994	0.450380484001948
PDGFRB	NM_002609	0	0.095378575246	0	0	0	6	0	0	-4.93663360845306	-1.93055326068554	0.188418872818588	0.450380484001948
RTBDN	NM_001270444+NM_001270443+NM_001080997+NM_001270440+NM_001270442+NM_001270445+NM_001270441+NM_031429	0.0847342428534	0.0874227107725	0	0	2	2	0	0	-4.37574474795622	-2.16831872531209	0.188436456431255	0.450380484001948
CABP5	NM_019855	0.0963226239877	0.0993787707796	0	0	2	2	0	0	-4.37574474795724	-2.16831872531209	0.188437398620461	0.450380484001948
ARFGAP3	NM_001142293+NM_014570	5.81124964586	6.50862544582	7.81831180861	10.7112071758	187	203	384	475	0.591418699868125	4.45863595108543	0.188449488917478	0.450380484001948
ADAM29	NM_014269+NM_001130705+NM_001130704+NM_001130703	0.0561114584606	0.0578917759672	0	0	2	2	0	0	-4.37574474801154	-2.16831872531209	0.188487259779478	0.450398428935698
CLIP2	NM_032421+NM_003388	0.290344413676	0.3328405881	0.0105680486947	0.163864881683	18	20	1	14	-1.83332232874132	0.256621034715799	0.188510811064299	0.450398428935698
SNORA58	NR_002985	0.746092263802	0	2.68849394483	1.89486146962	2	0	11	7	2.48923316268548	-1.05130085686318	0.188543259011532	0.450398428935698
SGCD	NM_001128209+NM_172244+NM_000337	0.0180722320281	0.138791394973	0	0	2	2	0	0	-4.37574474807556	-2.16831872531209	0.188546081780756	0.450398428935698
LOC100289495	NR_040022	0.337917905545	0.139455777624	0.044278717842	0.081734767896	15	6	3	5	-1.89820831178268	-0.493967805932393	0.188559945700257	0.450398428935698
TAP2	NM_018833+NM_000544	30.2764446854	31.253057219	33.3345844133	52.6167996161	1983	1998	3304	4333	0.394126918332103	7.68521734795524	0.18859162874264	0.450424923981357
ARPC4+ARPC4-TTLL3+TADA3+TTLL3	NM_006354+NM_133480+NM_001024959+NM_001024960+NM_005718+NM_001198793+NM_001198780+NM_001025930+NR_037162	123.027881566	133.801369982	213.810560138	213.112872782	2799	3070	5761	5295	0.357733158053787	8.22423251314989	0.188716765147819	0.45062950950009
DNAL4	NM_005740	0.414439911414	1.09951549218	1.51280160138	2.2340030387	7	18	39	52	1.31155806536921	1.08491493234199	0.188718488527101	0.45062950950009
MLANA	NM_005511	2.8884146432	1.60923182762	1.17328917522	0.712615622039	50	27	31	17	-1.24586556376983	1.35471058318258	0.188781623272851	0.450731064079199
BLK	NM_001715	0.373910294043	0.701406922723	0.0222704284848	0.271321560024	11	20	1	11	-1.85918507892617	-0.00990195471335342	0.188806338095391	0.450740875896178
CAMSAP3	NM_020902+NM_001080429	0	1.63781250986	0.267038934146	0.077831255589	0	74	19	5	-2.19477750005742	1.0769179647467	0.188842582078176	0.450778206346585
ZNF750	NM_024702	0.137948741975	0.370046591189	0.253063559263	1.28128162409	5	13	14	64	1.58664477762808	0.839279274291201	0.189016556211592	0.451144262643597
NDUFS1	NM_005006+NM_001199981+NM_001199982+NM_001199984+NM_001199983	11.8578742689	10.5950571147	17.3496773415	14.4411868991	460	390	954	767	0.457807801430684	5.49815451782961	0.189127647797997	0.451360167530133
EMILIN2	NM_032048	1.97642779976	2.69619141497	3.56815705271	4.11126086395	90	119	248	258	0.722762055415727	3.64756790065144	0.189156022392759	0.451378639668552
CCS	NM_005125	19.2798318812	23.940268843	14.8672374034	13.2472417071	226	272	266	214	-0.612359640910692	4.21045514336295	0.189182842747636	0.451393399335137
NISCH	NM_007184+NM_001276293+NM_001276294	31.6933240161	27.9830435463	23.9353332415	21.1076582422	2016	1663	2257	1894	-0.384466808082707	7.18171628159466	0.189413395369718	0.451894211333033
ZSWIM4	NM_023072	3.40874200474	2.8888783397	1.5553371615	2.14958483747	168	138	117	146	-0.765393231514526	3.4557341212729	0.189536782774029	0.452139271884612
TPTEP1	NR_001591	0.307828245891	1.14334233347	0.20167975446	0.223370260795	5	18	5	5	-1.7256566127688	-0.349878691209329	0.189567680253777	0.452148370612135
LRRC37BP1	NR_015341	4.0217894925	4.99903154463	2.84826067618	2.96003282747	210	253	227	213	-0.628443402254443	4.0997677486312	0.189581936240206	0.452148370612135
SLC44A1	NM_080546	3.74262191997	2.50088646731	2.15983913256	1.4634196117	193	125	170	104	-0.781414230669709	3.504708150503	0.189811060881334	0.452645476592082
CPT1A	NM_001031847+NM_001876	1.07262292267	6.89930447374	0.680789150215	2.94306158199	64	400	62	248	-1.10021320390458	3.93488495596699	0.189893418671263	0.452792515089806
RPSAP9	NR_026890	33.870512911	24.4742307216	54.4759425658	29.0582992742	554	388	1360	655	0.522995544277816	5.68398745872049	0.189989240830816	0.452971623234233
NDUFB4	NM_004547+NM_001168331	36.6588152962	21.7401672362	61.1790636995	50.3740268351	330	203	661	499	0.560019658074259	4.88785038993498	0.190032642433206	0.453025725068263
RBP5	NM_031491	9.45949650085	3.67193985821	2.76129621266	3.33011790935	101	38	45	49	-1.11363383625469	2.21777239025189	0.190078354138466	0.453085321649661
MAPK12	NM_002969	0.451738828348	0.310714469188	1.90733396065	0.364218327181	9	6	58	10	1.57449885014336	0.603638588400115	0.190220359608046	0.453343590303598
FAM53A	NM_001174070+NM_001013622	0.237742100968	0.946100204001	0.0667548996486	0.271092576482	7	27	3	11	-1.78540010739856	0.123564267601026	0.190245652626297	0.453343590303598
THAP1	NM_018105+NM_199003	3.21603230927	5.06927571579	6.44146708153	7.10476169616	77	119	242	241	0.747079023248527	3.5711952205259	0.190260070119714	0.453343590303598
MRC1	NM_002438	0.0681020137882	0.0351313852224	0.200782706625	0.135896894307	4	2	18	11	1.67356995955221	-0.436975078372667	0.190269600117821	0.453343590303598
MMP25	NM_022468	3.12388022217	5.16702441326	2.17661923681	2.69855933205	126	202	134	150	-0.757457114031386	3.55745861805312	0.190357422100541	0.453503442436216
CCDC14	NM_022757	10.2733076572	12.8146809973	9.69615688001	6.5686453067	488	590	703	430	-0.495274019633136	5.36668519636355	0.190532869077787	0.453871992930043
RNASEH2B	NM_001142279+NM_024570	7.96517193314	7.94577712047	5.23299006739	4.0573358319	154	154	152	118	-0.749908260970361	3.47061301345514	0.190560055013306	0.453887326155931
DPRXP4	NR_002221	0.397167911858	0.546359131283	2.08169920759	1.05672618156	3	4	24	11	1.7199683725983	-0.231051621564853	0.190692467253432	0.454141719696395
RNF216P1	NR_023385+NR_015449+NR_023384	12.5358817917	12.6367858175	8.99405112172	7.84382116579	319	308	349	277	-0.562126975270256	4.56090757935256	0.190708381125992	0.454141719696395
NPB+PCYT2	NM_148896+NM_001256435+NM_002861+NM_001256434+NM_001184917+NR_033683+NR_033685+NM_001256433	2.79662612425	1.86869286229	5.60457424846	3.0638803603	111	68	313	155	0.812815110759347	3.4838832919586	0.190741065106278	0.454170109850859
USP9Y	NM_004654	13.4425896884	0.108564378278	3.59640801987	0.108169941035	1533	12	626	17	-1.8745478420704	5.45995763360216	0.190824838579921	0.454320128856745
GHRH	NM_001184731+NM_021081	0	0	0.504861354709	0.279579407385	0	0	4	2	4.39169390710055	-2.02036149279557	0.190905159494442	0.454422493481669
C17orf80+CPSF4L	NM_017941+NM_001100621+NM_001100622+NM_001129885	3.44077179519	6.69713319059	6.88902151144	7.74097401189	138	195	409	344	0.618521899568639	4.24863256729678	0.190909381261556	0.454422493481669
GPC5	NM_004466	0	0	0.0801116802438	0.0443638156857	0	0	4	2	4.39169282436103	-2.02036149279557	0.190944411191316	0.454456424198676
FAM156A+FAM156B	NM_001242489+NM_001099684+NM_014138+NM_001242497+NM_001242496+NM_001242495+NM_001242494+NM_001242492+NM_001242491+NM_001242493+NM_001242490	2.79566386838	3.06474587789	6.43298220268	5.73765594745	72	96	231	193	0.776377055628383	3.37051712043149	0.190980974726353	0.454493997186572
MIR646	NR_030376	0	0	2.45448576781	1.35923193566	0	0	4	2	4.39168970499939	-2.02036149279557	0.191057583763391	0.454626851389554
TMEM203	NM_053045	8.6001989109	8.63956624737	15.3097745741	11.3315905566	152	148	413	276	0.634336344360095	4.10912845638406	0.191137276216016	0.454767012967735
PDXDC1	NM_015027	12.3574901276	15.9879173331	18.1626437349	19.4152267322	563	706	1263	1219	0.413311560859417	6.0489397299086	0.191232338856924	0.454943709896162
POMT2	NM_013382	0.975399965026	2.27360032255	2.0236664078	3.84037363852	54	122	171	293	0.85947519030028	3.48878736192407	0.191314197184846	0.455088958614453
C17orf67	NM_001085430	7.65745711075	9.25477151142	4.61557950987	5.90576759109	175	205	161	186	-0.680132087854456	3.79705949084379	0.191498405986189	0.455477615629866
ZSCAN23	NM_001012455	0.0278515907386	0.201146907766	0.218970236414	0.606300802792	1	7	12	30	1.83611650407782	-0.00330218592898309	0.191740627904504	0.456004156926617
RAD54L2	NM_015106	17.5516403546	19.131712375	24.6291058956	23.1095406138	938	991	2009	1702	0.385669160787606	6.63626282741446	0.191806841874603	0.45605148284174
ZSWIM6	NM_020928	11.5028081983	11.9007838763	9.13998134186	8.26555205275	719	721	872	712	-0.421709873439788	5.81437705140489	0.191810592776713	0.45605148284174
DUSP23	NM_017823	7.83995850775	3.71284890773	14.3990511994	8.85981019826	61	28	171	95	1.00780950353704	2.62291772594071	0.191823071708656	0.45605148284174
SERF1A+SERF1B	NM_022968+NM_021967+NM_001178087+NM_022978	3.20165049526	3.43265804023	5.70785391722	9.40380985599	68	66	161	188	0.83081556501801	3.08450577184167	0.191867217150561	0.456106865373671
ENAH	NM_001008493+NM_018212	0.0201477332347	0.145508896662	0.202402841534	0.248537540923	3	21	46	51	1.45710473889407	1.13015234692057	0.191954869651184	0.456218643810478
SNORA67	NR_002912	65.5472006359	25.1943343933	25.2614958585	16.7870104754	102	38	60	36	-1.10961086028686	2.22917804802691	0.191985840353617	0.456218643810478
TP53I13	NM_138349	4.48374191055	3.18819134282	1.94517555334	1.75867569408	74	51	49	40	-1.04682175384462	2.08989282685353	0.191987872433197	0.456218643810478
ZNF407	NM_017757+NM_001146189+NM_001146190	37.3685408915	23.1677737193	19.9086390201	25.9546226168	2645	1643	2230	2460	-0.421587450426466	7.38668883596283	0.191997661024881	0.456218643810478
SEMA4B	NM_020210+NM_198925	5.15500621776	7.704463989	4.34012212648	4.02031553243	214	310	275	230	-0.611398443717082	4.28370050900053	0.192024544895939	0.456232966177763
LYN	NM_001111097+NM_002350	0.085996462344	0.953793516284	0.197197982139	0.109203238611	4	43	14	7	-1.71804315319074	0.561995666301188	0.192334313056055	0.456919319950174
CDK15	NM_139158+NM_001261435+NM_001261436	0	0.379839126677	0.0334010797801	0	0	15	2	0	-3.31080905998088	-1.05656281645021	0.192407106145526	0.457015099099455
FAM104B	NR_030722+NM_001166699+NM_138362+NM_001166703+NM_001166702+NM_001166701+NM_001166700+NM_001166704	4.15097968312	2.85977222227	10.694597306	3.94178336884	58	44	224	79	0.988310140769816	2.80158338146202	0.19242027554652	0.457015099099455
SNORD88A	NR_003067	0	14.0462173571	1.18928691842	0	0	15	2	0	-3.3108126608754	-1.05656281645021	0.192473521196184	0.457015099099455
TMEM141	NM_032928	7.28526848608	6.45776688351	15.9327006023	8.93481043181	71	61	237	120	0.862141899407033	3.08337598058947	0.192474750000894	0.457015099099455
ARHGAP5-AS1	NR_027263	1.99307374818	0.567258057721	0.630386992082	0.0997406629	29	8	14	2	-1.78146213463577	0.235270567984575	0.192479090651578	0.457015099099455
GBAS	NM_001483+NM_001202469	6.67173322422	7.02782284742	10.912510598	10.3256963337	150	153	370	316	0.620552572392065	4.11502560124241	0.192555481472604	0.457128655206348
GUSBP4	NR_003660	4.34477581343	6.84190570983	2.32219831564	2.73788119661	38	58	31	33	-1.13320748620695	1.69343887256139	0.192576363229313	0.457128655206348
GALNT4+POC1B+POC1B-GALNT4	NM_001199777+NM_172240+NR_037659+NR_037660+NM_001199782+NM_001199781+NM_003774	7.09496735981	10.048117053	9.12212916535	12.3769233373	337	492	772	924	0.484334669052958	5.4774095485475	0.192589608520306	0.457128655206348
SNORA80	NR_002996	5.17875806639	2.67153545811	8.058293348	15.031506112	8	4	19	32	1.53137042714088	0.287704262792408	0.192671454714446	0.457273307136651
SAP30BP	NM_013260	12.9664247155	13.053296995	16.4866594039	19.5278280398	371	362	720	770	0.471674307484471	5.29334007217548	0.193162868249505	0.458389861462132
LACTB	NM_032857+NM_171846	3.43762354513	3.27032756135	4.738451513	7.12700649556	77	74	162	223	0.804821382127707	3.23714897402059	0.193293189717783	0.458649368161025
SNHG11	NR_003239	14.0926999342	13.8713381948	9.97600563219	6.87618805352	174	166	188	117	-0.7227605330538	3.62186877686785	0.193412935979892	0.458866744031902
TRMT44	NM_152544	7.48608874019	7.21295727594	10.0930583514	11.2683468317	242	226	498	502	0.541875411549871	4.69044021936748	0.193426754135688	0.458866744031902
LAIR2	NM_021270+NM_002288	32.7272029402	3.62770677236	12.1385810838	2.25703467821	247	26	139	23	-1.34663589966525	3.10467017661761	0.193467580620007	0.458913828460491
PGM5	NM_021965	0.184623172041	0.1360578138	0.0172799310292	0.0574151239552	7	5	1	3	-2.04460498370975	-1.13837907477076	0.193544623997233	0.458956398906301
FBXL13+LRRC17	NM_145032+NM_001111038+NM_005824+NM_001031692	1.24453651381	0.991108690869	0.392767433529	0.593348471207	42	34	20	28	-1.20317913236718	1.34915723839895	0.193548042377165	0.458956398906301
PPP1R32	NM_001170753+NM_145017	2.91677149284	2.39516948155	1.44298533052	0.863879575219	49	39	38	20	-1.16752122277239	1.56245164348719	0.193548469938772	0.458956398906301
DSPP	NM_014208	0	0	0.119862315396	0	0	0	9	0	4.91765931340951	-1.76376704776647	0.193683114953017	0.459225898503928
CCDC157+KIAA1656+SF3A1	NM_001005409+NM_005877+NM_001017437+NR_046312	52.9465966219	44.9825990899	63.5744335879	60.2420131128	3001	2476	5545	4812	0.361449779972611	8.1267707733166	0.193739181175045	0.459309048250148
CMA1	NM_001836	0	0	0.662147561199	0	0	0	9	0	4.9176564043749	-1.76376704776647	0.193764137006069	0.459318432705653
CXorf49+CXorf49B	NM_001145140+NM_001145139	0	0	0.280455815116	0	0	0	9	0	4.91765547502597	-1.76376704776647	0.193790032529942	0.459330042430651
FSHB	NM_000510+NM_001018080	0	0	0.272362900304	0	0	0	9	0	4.91765275354067	-1.76376704776647	0.19386589624601	0.459460073714134
TAS2R40	NM_176882	0	0	0.118683970732	0.262896685545	0	0	2	4	4.4185585399174	-2.01404073532423	0.193957883457725	0.459628285195291
PLN	NM_002667	5.54737445151	3.49762285181	2.55759135432	2.12449378975	108	66	76	57	-0.947759872026953	2.58881680555977	0.193987078274492	0.459647675179215
KIAA1210	NM_020721	0	0	0.0147444810265	0.0326604778055	0	0	2	4	4.41856116434628	-2.01404073532423	0.194036599675671	0.459715219095126
CDAN1	NM_138477	5.08131369612	4.03271908318	3.35351219625	2.52564234416	273	210	275	187	-0.628173899637923	4.16057155438109	0.194107721057082	0.459833917925458
AKIRIN2	NM_018064	19.5034368131	20.6864215615	13.6737203298	14.91285531	428	440	458	451	-0.487265954877447	5.05868666446683	0.194164574847196	0.459918795320239
ACP2+NR1H3	NM_001610+NM_001131064+NM_001251935+NM_001251934+NM_001130102+NM_005693+NM_001130101	8.16425214913	8.08707236217	10.0790345867	14.8434190863	195	200	376	490	0.586184386653848	4.47377718916768	0.194268457022012	0.460115038691696
CNIH	NM_005776	3.95958412704	4.53203510258	7.82313358164	7.09322230838	64	71	193	158	0.818431800985262	3.08720533367406	0.194314543359978	0.460135460491149
TEX13B	NM_031273	0	0	0	0.409512144792	0	0	0	8	4.85107671453904	-1.8219942573223	0.19433033663206	0.460135460491149
FRMPD2	NM_001018071+NM_001042512	0	0	0	0.101725946795	0	0	0	8	4.85107830623045	-1.8219942573223	0.194372643973796	0.460135460491149
C6orf165	NM_001031743	0	0	0	0.230731899187	0	0	0	8	4.8510785893144	-1.8219942573223	0.19438016993214	0.460135460491149
USP33	NM_015017+NM_201624+NM_201626	9.42997042475	10.072608453	5.87142080728	6.81115081122	438	449	457	473	-0.484158164872167	5.09111422180966	0.19439099400896	0.460135460491149
MSRA	NM_012331+NM_001135670+NM_001135671+NM_001199729	7.36664188068	3.70206910596	2.08098811652	3.14253659359	105	67	56	73	-0.960086645484307	2.56828086617164	0.194403288039278	0.460135460491149
GPR98	NR_003149+NM_032119	0	0	0	0.0265491509974	0	0	0	8	4.85108121861998	-1.8219942573223	0.194450094048284	0.460196452159062
TRNP1	NM_001013642	0	0	0	0.262222245613	0	0	0	8	4.85108243139114	-1.8219942573223	0.194482360309135	0.460223023773511
MNX1	NM_005515+NM_001165255	0	0	0	0.387787843698	0	0	0	8	4.85108552283124	-1.8219942573223	0.194564648333475	0.46036794832826
CCNB2	NM_004701	0.795703225659	1.40734197277	1.82462238799	3.17563581874	14	24	49	77	1.18396575001829	1.56160852451856	0.194643470965378	0.460504642804201
ZNF431	NM_133473	8.99617243412	7.29775057624	4.6192319841	6.47808603461	393	309	308	390	-0.555129549844648	4.72611041405302	0.194697592070018	0.460582872989254
NRN1	NM_016588	0	1.67880518809	0.0280546740153	0.248575465321	0	38	1	8	-2.55492731643326	0.128090252495459	0.194746169351016	0.460647973026976
TAPT1	NM_153365	7.04234270819	5.30580397995	3.99790111347	4.330403491	367	268	318	311	-0.567806977686957	4.57698521619813	0.194921749932719	0.461013437104361
MED16	NM_005481	16.6804167551	17.5203005547	13.70994692	11.0769954021	554	564	695	507	-0.457798299734384	5.43485490237934	0.19527360576609	0.461795689311699
ANKEF1	NM_022096+NM_198798	2.71681561204	1.52232731552	1.53446155295	0.424872935538	116	63	100	25	-1.10355194073297	2.57774044675654	0.195330477426523	0.461880250103252
ZNF439	NM_152262	4.97160724657	1.74540299143	1.65124310338	1.70357052233	144	49	73	68	-1.00737407236413	2.71566782724021	0.195430175882042	0.462066050304763
AOC2	NM_009590+NM_001158	1.29418864885	2.1785671886	2.12028513053	4.5289032547	39	62	98	189	0.969732828404082	2.77456493147605	0.19545606609921	0.462077320427992
STK38L	NM_015000	1.17477310166	0.909034933501	2.20715853733	1.59208293026	68	51	195	127	0.869362365536966	2.9415663522173	0.195533510667863	0.462192720564371
UTP23	NM_032334	7.06028392959	4.74955673884	8.97007727205	8.35977271356	296	193	574	483	0.553252291953903	4.76023559243479	0.195547137317635	0.462192720564371
TEFM	NM_024683	3.87923362297	2.30641873095	5.85850315868	6.05918940449	59	34	136	127	0.942540456788356	2.64170454497604	0.195762364535264	0.462651439521273
CEP192	NM_032142	13.0799988484	12.7319954462	9.40127039972	10.316255796	1185	1118	1300	1288	-0.38545918714828	6.50623450571249	0.195981477118637	0.463119240787532
MIR4257	NR_036211	25.5911724598	11.6173794784	2.68264992413	9.65629246247	25	11	4	13	-1.59498847841248	0.241649481623667	0.196080555506019	0.463303321634713
LGMN	NM_005606+NM_001008530	2.26838148003	2.60529893513	3.78553982484	5.27966076347	54	61	136	171	0.868345055742516	2.89235247259072	0.196183530418854	0.463496568518461
CPEB1+LOC283692	NM_001079535+NM_001079534+NM_001079533+NM_030594+NR_046096	0.510183508533	0.709274307497	1.31132783175	1.45094326145	13	17	52	51	1.22001586970916	1.26740150285562	0.196238487129705	0.46357633973675
TGFB3	NM_003239	5.61479550333	3.11049651516	2.64572436989	2.4485818156	203	109	146	122	-0.777486242219217	3.47908953238024	0.196437434174771	0.463957378516997
FAM86EP	NR_024253	0.851240253359	1.03793016795	2.31532849084	1.459989387	33	39	137	78	1.0072587507015	2.32593554259316	0.196442205249117	0.463957378516997
HARBI1	NM_173811	1.21472828175	2.44685943245	0.947444313001	0.503683794382	21	41	25	12	-1.30936047463313	1.03960117564983	0.19649024343307	0.464020735733392
SCMH1+SLFNL1+SLFNL1-AS1	NR_037868+NM_001168247+NM_144990+NM_001172218+NM_001172222+NM_001172220+NM_001172219+NM_012236+NM_001172221+NM_001031694	33.2147490149	28.845702149	39.4546163878	35.6822328495	1195	1050	2381	1934	0.383073303843781	6.8534138825982	0.196757325380905	0.464601305344053
NGDN	NM_015514+NM_001042635	26.9050539474	21.4752149785	36.7700022029	35.5221340803	396	319	781	680	0.473255737866249	5.25857642510747	0.196795885232314	0.46464220069691
CXorf38	NM_144970	5.71734833356	10.0236000365	4.45157044856	6.08775936657	276	469	328	405	-0.570647268179638	4.80486728644801	0.196930657478434	0.464910223649984
HERC5	NM_016323	3.82886537342	3.45978235645	0.491873875289	3.06889658479	153	134	30	169	-1.04207550359277	3.26782891370336	0.196998249140971	0.465019607203921
TAF12	NM_001135218+NM_005644	7.46812554065	6.32693230741	10.4166788178	13.4817046509	123	101	226	306	0.702267044792301	3.73384039499277	0.197202991473917	0.465440996506553
ZNF26	NM_001256280+NM_001256279+NM_019591	9.25736452972	7.17023434672	3.86903611859	7.00675073961	345	259	214	357	-0.620454706875916	4.48428545079493	0.197219318702594	0.465440996506553
ARHGAP27	NM_199282	35.939158549	41.1357865212	31.4792811706	27.3738112698	1490	1653	1992	1564	-0.38225378628751	6.95558517838888	0.19743875010025	0.465908593143793
BCKDHB	NM_000056+NM_183050	3.97594974129	4.77162670152	2.56391907677	2.80264855894	159	195	165	158	-0.686422802387899	3.69328543076616	0.197738860402311	0.466566451440033
RPL13P5	NR_002803	2.82175892066	3.49354601895	0.739492433019	1.63804857917	20	24	8	16	-1.40112525114532	0.553770281855887	0.197834450181884	0.466741652041491
SMAD2	NM_001003652+NM_001135937+NM_005901	11.7604677317	10.8270445186	14.7778616117	14.8116540215	1393	1243	2639	2378	0.371889000535356	7.0784483118276	0.19800691914899	0.467098172801051
PRPS1L1	NM_175886	2.6727534358	3.76030252269	6.63298180491	5.87708321872	33	45	125	100	0.966864894870709	2.41100059303797	0.19803523164018	0.46711458832531
HSD17B13	NM_178135+NM_001136230	0.115486066889	0.476600943555	0.100883969874	0.0279334912932	3	12	4	1	-2.0965385980113	-0.912000420705099	0.19811403306799	0.467235649211397
DMXL1	NM_005509	6.5715944261	6.46304450117	4.67204607955	5.17452113145	834	795	905	905	-0.401504312952503	6.00064270246512	0.198129274609596	0.467235649211397
FCGR3B	NM_001271037+NM_000570+NM_001244753+NM_001271035+NM_001271036	0.311006570515	0.13751753995	0	0.0732144421395	7	3	0	2	-2.68166593174287	-1.40020187501647	0.198173331669256	0.467289170018861
SLCO5A1	NM_001146008+NM_030958+NM_001146009	0.131392416789	0.0271122532374	0.189385540674	0.362302041565	5	1	11	19	1.74795423038109	-0.393709539131294	0.198201953940585	0.4673062882572
TRPM5	NM_014555	0.134478938378	0	0.646114569787	0.032527441236	6	0	44	2	2.29416351248789	-0.0115177206029961	0.198229279529968	0.467320345912065
GALC	NM_001201401+NM_001201402+NM_000153	5.52095455268	6.59688487961	3.95454587922	3.90622922411	225	278	258	230	-0.600073659040597	4.22965057580358	0.198308300133031	0.467456257048496
FAM179B	NM_015091	4.86597453092	4.35098153657	2.98474404958	3.3057510336	345	299	323	323	-0.548951671805694	4.60473377005084	0.198349320815474	0.467502574381909
TSEN34	NM_024075+NM_001077446	3.4914750271	5.57491592228	7.8701196156	6.90688173985	84	130	289	229	0.714873862891672	3.6762912543565	0.198468564395714	0.467733230570593
MIR761+NRD1+OSBPL9	NM_148909+NM_148908+NM_148906+NM_024586+NR_036662+NM_148907+NM_148904+NM_148905+NM_001242361+NM_002525+NM_001101662+NR_031580	63.8737504114	58.9176948375	72.9574420989	74.602427619	2182	2047	4215	3772	0.360582044821873	7.75339592363029	0.198526869230015	0.467820237467044
LOC100499194+LOC440900	NR_034130+NR_034128	4.37153325015	1.56822216952	0.959303739864	1.76535805423	120	34	35	66	-1.14361765461112	2.35270719924038	0.198594767286969	0.467929829211811
SNORD29	NR_002559	24.3799995125	12.5767669259	56.7930245352	33.4161943566	18	9	64	34	1.28261486936353	1.16988635539337	0.198630297737699	0.467963140873685
AR	NM_000044+NM_001011645	0.107404787746	0.63077914231	0.0487165623104	0.209828857973	13	74	9	35	-1.49899508081455	1.45147938880217	0.198659065277158	0.467980513992875
